concept,label,value,numeric_value,unit,scale,period_start,period_end,period_type,fiscal_year,fiscal_period,filing_date,form_type,accession,data_quality,confidence_score,is_audited,is_estimated,statement_type
us-gaap:DeferredRevenue,Deferred Revenue,20059000000.0,20059000000.0,USD,,,2012-06-30,instant,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,17905000000.0,17905000000.0,USD,,,2013-03-31,instant,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",18653000000.0,18653000000.0,USD,,,2012-06-30,instant,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",16511000000.0,16511000000.0,USD,,,2013-03-31,instant,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1406000000.0,1406000000.0,USD,,,2012-06-30,instant,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1394000000.0,1394000000.0,USD,,,2013-03-31,instant,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,21825000000.0,21825000000.0,USD,,2011-07-01,2012-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,8142000000.0,8142000000.0,USD,,2012-01-01,2012-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,28632000000.0,28632000000.0,USD,,2012-07-01,2013-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,9686000000.0,9686000000.0,USD,,2013-01-01,2013-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,23993000000.0,23993000000.0,USD,,2011-07-01,2012-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,8283000000.0,8283000000.0,USD,,2012-01-01,2012-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,30852000000.0,30852000000.0,USD,,2012-07-01,2013-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,11599000000.0,11599000000.0,USD,,2013-01-01,2013-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",55664000000.0,55664000000.0,USD,,2011-07-01,2012-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",17407000000.0,17407000000.0,USD,,2012-01-01,2012-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",57953000000.0,57953000000.0,USD,,2012-07-01,2013-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20489000000.0,20489000000.0,USD,,2013-01-01,2013-03-31,duration,2013,Q3,2013-04-18,10-Q,0001193125-13-160748,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,9415000000.0,9415000000.0,USD,,2011-07-01,2011-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,5638000000.0,5638000000.0,USD,,2011-10-01,2011-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,9860000000.0,9860000000.0,USD,,2012-07-01,2012-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,5692000000.0,5692000000.0,USD,,2012-10-01,2012-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,20059000000.0,20059000000.0,USD,,,2012-06-30,instant,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,19813000000.0,19813000000.0,USD,,,2012-12-31,instant,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",18653000000.0,18653000000.0,USD,,,2012-06-30,instant,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",18354000000.0,18354000000.0,USD,,,2012-12-31,instant,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1406000000.0,1406000000.0,USD,,,2012-06-30,instant,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1459000000.0,1459000000.0,USD,,,2012-12-31,instant,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,13683000000.0,13683000000.0,USD,,2011-07-01,2011-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,7544000000.0,7544000000.0,USD,,2011-10-01,2011-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,18946000000.0,18946000000.0,USD,,2012-07-01,2012-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,10737000000.0,10737000000.0,USD,,2012-10-01,2012-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,15710000000.0,15710000000.0,USD,,2011-07-01,2011-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,8057000000.0,8057000000.0,USD,,2011-10-01,2011-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,19253000000.0,19253000000.0,USD,,2012-07-01,2012-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,10483000000.0,10483000000.0,USD,,2012-10-01,2012-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",38257000000.0,38257000000.0,USD,,2011-07-01,2011-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20885000000.0,20885000000.0,USD,,2011-10-01,2011-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",37464000000.0,37464000000.0,USD,,2012-07-01,2012-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",21456000000.0,21456000000.0,USD,,2012-10-01,2012-12-31,duration,2013,Q2,2013-01-24,10-Q,0001193125-13-022207,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,3777000000.0,3777000000.0,USD,,2011-07-01,2011-09-30,duration,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,4168000000.0,4168000000.0,USD,,2012-07-01,2012-09-30,duration,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,20059000000.0,20059000000.0,USD,,,2012-06-30,instant,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,19587000000.0,19587000000.0,USD,,,2012-09-30,instant,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",18653000000.0,18653000000.0,USD,,,2012-06-30,instant,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",18295000000.0,18295000000.0,USD,,,2012-09-30,instant,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1406000000.0,1406000000.0,USD,,,2012-06-30,instant,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1292000000.0,1292000000.0,USD,,,2012-09-30,instant,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,6139000000.0,6139000000.0,USD,,2011-07-01,2011-09-30,duration,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,8209000000.0,8209000000.0,USD,,2012-07-01,2012-09-30,duration,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,7653000000.0,7653000000.0,USD,,2011-07-01,2011-09-30,duration,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,8770000000.0,8770000000.0,USD,,2012-07-01,2012-09-30,duration,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",17372000000.0,17372000000.0,USD,,2011-07-01,2011-09-30,duration,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",16008000000.0,16008000000.0,USD,,2012-07-01,2012-09-30,duration,2013,Q1,2012-10-18,10-Q,0001193125-12-427209,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,15577000000.0,15577000000.0,USD,,2010-07-01,2011-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,15577000000.0,15577000000.0,USD,,2010-07-01,2011-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,17530000000.0,17530000000.0,USD,,2011-07-01,2012-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,17530000000.0,17530000000.0,USD,,2011-07-01,2012-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,20249000000.0,20249000000.0,USD,,2012-07-01,2013-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,20249000000.0,20249000000.0,USD,,2012-07-01,2013-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,20059000000.0,20059000000.0,USD,,,2012-06-30,instant,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:DeferredRevenue,Deferred Revenue,20059000000.0,20059000000.0,USD,,,2012-06-30,instant,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:DeferredRevenue,Deferred Revenue,22399000000.0,22399000000.0,USD,,,2013-06-30,instant,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:DeferredRevenue,Deferred Revenue,22399000000.0,22399000000.0,USD,,,2013-06-30,instant,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",18653000000.0,18653000000.0,USD,,,2012-06-30,instant,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",18653000000.0,18653000000.0,USD,,,2012-06-30,instant,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",20639000000.0,20639000000.0,USD,,,2013-06-30,instant,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",20639000000.0,20639000000.0,USD,,,2013-06-30,instant,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1406000000.0,1406000000.0,USD,,,2012-06-30,instant,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1406000000.0,1406000000.0,USD,,,2012-06-30,instant,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1760000000.0,1760000000.0,USD,,,2013-06-30,instant,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",1760000000.0,1760000000.0,USD,,,2013-06-30,instant,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,31227000000.0,31227000000.0,USD,,2010-07-01,2011-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,31227000000.0,31227000000.0,USD,,2010-07-01,2011-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,36104000000.0,36104000000.0,USD,,2011-07-01,2012-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,36104000000.0,36104000000.0,USD,,2011-07-01,2012-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,44253000000.0,44253000000.0,USD,,2012-07-01,2013-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,44253000000.0,44253000000.0,USD,,2012-07-01,2013-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,28935000000.0,28935000000.0,USD,,2010-07-01,2011-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,28935000000.0,28935000000.0,USD,,2010-07-01,2011-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,33347000000.0,33347000000.0,USD,,2011-07-01,2012-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,33347000000.0,33347000000.0,USD,,2011-07-01,2012-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,41921000000.0,41921000000.0,USD,,2012-07-01,2013-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,
us-gaap:RecognitionOfDeferredRevenue,Recognition of Deferred Revenue,41921000000.0,41921000000.0,USD,,2012-07-01,2013-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",69943000000.0,69943000000.0,USD,,2010-07-01,2011-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",69943000000.0,69943000000.0,USD,,2010-07-01,2011-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",17372000000.0,17372000000.0,USD,,2011-07-01,2011-09-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",17372000000.0,17372000000.0,USD,,2011-07-01,2011-09-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20885000000.0,20885000000.0,USD,,2011-10-01,2011-12-31,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20885000000.0,20885000000.0,USD,,2011-10-01,2011-12-31,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",17407000000.0,17407000000.0,USD,,2012-01-01,2012-03-31,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",17407000000.0,17407000000.0,USD,,2012-01-01,2012-03-31,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",73723000000.0,73723000000.0,USD,,2011-07-01,2012-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",73723000000.0,73723000000.0,USD,,2011-07-01,2012-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",18059000000.0,18059000000.0,USD,,2012-04-01,2012-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",18059000000.0,18059000000.0,USD,,2012-04-01,2012-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",16008000000.0,16008000000.0,USD,,2012-07-01,2012-09-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",16008000000.0,16008000000.0,USD,,2012-07-01,2012-09-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",21456000000.0,21456000000.0,USD,,2012-10-01,2012-12-31,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",21456000000.0,21456000000.0,USD,,2012-10-01,2012-12-31,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20489000000.0,20489000000.0,USD,,2013-01-01,2013-03-31,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",20489000000.0,20489000000.0,USD,,2013-01-01,2013-03-31,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",77849000000.0,77849000000.0,USD,,2012-07-01,2013-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",77849000000.0,77849000000.0,USD,,2012-07-01,2013-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",19896000000.0,19896000000.0,USD,,2013-04-01,2013-06-30,duration,2013,FY,2013-07-30,10-K,0001193125-13-310206,high,0.9,True,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",19896000000.0,19896000000.0,USD,,2013-04-01,2013-06-30,duration,2013,FY,2013-11-26,8-K,0001193125-13-455144,high,0.9,True,False,IncomeStatement
